id,accession_number,artist,artistRole,artistId,title,dateText,medium,creditLine,year,acquisitionYear,dimensions,width,height,depth,units,inscription,thumbnailCopyright,thumbnailUrl,url
7278,A00248,"Jones, George",artist,300,[title not known],date not known,"Ink, graphite and watercolour on paper",Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00248_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00248
7279,A00249,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00249_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00249
7280,A00250,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00250_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00250
7281,A00251,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00251_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00251
7282,A00252,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00252_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00252
7283,A00253,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00253_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00253
7284,A00254,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00254_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00254
7285,A00255,"Jones, George",artist,300,[title not known],date not known,Ink and graphite on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00255_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00255
7286,A00256,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00256_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00256
7287,A00257,"Jones, George",artist,300,[title not known],date not known,Ink and graphite on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00257_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00257
7288,A00258,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00258_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00258
7289,A00259,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00259_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00259
7290,A00260,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00260_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00260
7291,A00261,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00261_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00261
7292,A00262,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00262_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00262
7293,A00263,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00263_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00263
7294,A00264,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00264_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00264
7295,A00265,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00265_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00265
7296,A00266,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00266_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00266
7297,A00267,"Jones, George",artist,300,[title not known],date not known,Ink and graphite on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00267_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00267
7298,A00268,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00268_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00268
7299,A00269,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00269_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00269
7300,A00270,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00270_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00270
7301,A00271,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00271_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00271
7302,A00272,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00272_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00272
7303,A00273,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00273_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00273
7304,A00274,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00274_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00274
7305,A00275,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00275_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00275
7306,A00276,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00276_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00276
7307,A00277,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00277_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00277
7308,A00278,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00278_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00278
7309,A00279,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00279_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00279
7310,A00280,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00280_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00280
7311,A00281,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00281_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00281
7312,A00282,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00282_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00282
7313,A00283,"Jones, George",artist,300,[title not known],date not known,Ink and graphite on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00283_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00283
7314,A00284,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00284_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00284
7315,A00285,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00285_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00285
7316,A00286,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00286_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00286
7317,A00287,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00287_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00287
7318,A00288,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00288_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00288
7319,A00289,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00289_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00289
7320,A00290,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00290_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00290
7321,A00291,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00291_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00291
7322,A00292,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00292_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00292
7323,A00293,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00293_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00293
7324,A00294,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00294_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00294
7325,A00295,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00295_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00295
7326,A00296,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00296_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00296
7327,A00297,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00297_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00297
7328,A00298,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00298_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00298
7329,A00299,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00299_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00299
7330,A00300,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00300_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00300
7331,A00301,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00301_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00301
7332,A00302,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00302_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00302
7333,A00303,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00303_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00303
7334,A00304,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00304_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00304
7335,A00305,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00305_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00305
7336,A00306,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00306_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00306
7337,A00307,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00307_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00307
7338,A00308,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00308_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00308
7339,A00309,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00309_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00309
7340,A00310,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00310_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00310
7341,A00311,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00311_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00311
7342,A00312,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00312_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00312
7343,A00313,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00313_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00313
7344,A00314,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00314_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00314
7345,A00315,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00315_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00315
7346,A00316,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00316_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00316
7347,A00317,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00317_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00317
7348,A00318,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00318_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00318
7349,A00319,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00319_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00319
7350,A00320,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00320_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00320
7351,A00321,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00321_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00321
7352,A00322,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00322_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00322
7353,A00323,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00323_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00323
7354,A00324,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00324_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00324
7355,A00325,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00325_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00325
7356,A00326,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00326_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00326
7357,A00327,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00327_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00327
7358,A00328,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00328_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00328
7359,A00329,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00329_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00329
7360,A00330,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00330_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00330
7361,A00331,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00331_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00331
7362,A00332,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00332_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00332
7363,A00333,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00333_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00333
7364,A00334,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00334_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00334
7365,A00335,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00335_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00335
7366,A00336,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00336_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00336
7367,A00337,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00337_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00337
7368,A00338,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00338_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00338
7369,A00339,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00339_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00339
7370,A00340,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00340_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00340
7371,A00341,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00341_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00341
7372,A00342,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00342_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00342
7373,A00343,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00343_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00343
7374,A00344,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00344_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00344
7375,A00345,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00345_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00345
7376,A00346,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00346_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00346
7377,A00347,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00347_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00347
7378,A00348,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00348_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00348
7379,A00349,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00349_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00349
7380,A00350,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00350_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00350
7381,A00351,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00351_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00351
7382,A00352,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00352_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00352
7383,A00353,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00353_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00353
7384,A00354,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00354_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00354
7385,A00355,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00355_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00355
7386,A00356,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00356_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00356
7387,A00357,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00357_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00357
7388,A00358,"Jones, George",artist,300,[title not known],date not known,Ink on paper,Presented by the artist's widow 1888,,1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00358_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00358
